# cosmological_parameters--omega_m	cosmological_parameters--h0	cosmological_parameters--omega_b	cosmological_parameters--n_s	cosmological_parameters--a_s	cosmological_parameters--omega_k	cosmological_parameters--tau	weight	post
# sampler=weighted_metropolis
4.151488999999999874e-01 5.848389000000000504e-01 6.566546974407456994e-02 9.643842000000000247e-01 2.038159000000000013e-09 -2.512313000000000046e-02 4.253367000000000259e-02 3.000000000000000000e+00 -5.636658999999999651e+03
4.662945000000000007e-01 5.558227999999999502e-01 7.267574210490666820e-02 9.643663000000000096e-01 2.176927000000000128e-09 -3.458044999999999869e-02 6.942228999999999761e-02 2.000000000000000000e+00 -5.634185999999999694e+03
5.058734000000000286e-01 5.362915000000000321e-01 7.761291594793232052e-02 9.607575000000000420e-01 2.088079000000000188e-09 -4.107509000000000160e-02 5.193100999999999967e-02 5.000000000000000000e+00 -5.636681999999999789e+03
5.847371000000000096e-01 4.950316999999999634e-01 9.030227916673423672e-02 9.600041999999999742e-01 2.035731999999999769e-09 -6.402549999999999908e-02 4.134672999999999821e-02 2.000000000000000000e+00 -5.639555999999999585e+03
5.757354000000000083e-01 4.896117999999999859e-01 9.418382642548497885e-02 9.726574999999999527e-01 2.119028999999999962e-09 -7.389268000000000225e-02 6.861633000000000315e-02 3.000000000000000000e+00 -5.639396999999999935e+03
4.316277000000000030e-01 5.716674999999999951e-01 6.881836985679380680e-02 9.718225999999999809e-01 2.298185999999999864e-09 -3.095693999999999876e-02 1.032375999999999988e-01 1.000000000000000000e+00 -5.635613000000000284e+03
5.256064999999999765e-01 5.183959999999999679e-01 8.271586719048044933e-02 9.601271999999999585e-01 1.975668999999999746e-09 -5.273134000000000154e-02 2.479166999999999829e-02 5.000000000000000000e+00 -5.641384000000000015e+03
6.271046000000000120e-01 4.731322999999999501e-01 1.007848085522755899e-01 9.717329999999999579e-01 2.132261000000000150e-09 -8.317462999999999940e-02 6.092886000000000135e-02 2.000000000000000000e+00 -5.640914999999999964e+03
6.583993000000000206e-01 4.602904999999999913e-01 1.058419364463037970e-01 9.657573999999999881e-01 1.965302000000000044e-09 -9.365724999999999745e-02 2.635764000000000162e-02 1.000000000000000000e+00 -5.642988000000000284e+03
5.961416000000000492e-01 4.804076999999999931e-01 9.880647358138086589e-02 9.792005999999999766e-01 1.990396999999999946e-09 -8.102555999999999647e-02 3.662769999999999915e-02 1.000000000000000000e+00 -5.636239999999999782e+03
6.279852000000000212e-01 4.780151000000000261e-01 9.835931663408330194e-02 9.680467999999999851e-01 1.980660999999999970e-09 -7.657832000000000527e-02 2.694755999999999888e-02 6.000000000000000000e+00 -5.633751000000000204e+03
5.381148000000000042e-01 5.079711999999999561e-01 8.858764520386668007e-02 9.789204000000000239e-01 2.074497000000000100e-09 -6.357672999999999797e-02 5.479234999999999661e-02 2.000000000000000000e+00 -5.634122000000000298e+03
4.981101000000000001e-01 5.248169000000000306e-01 8.316152537331437944e-02 9.855699999999999461e-01 2.177201000000000204e-09 -5.616042999999999730e-02 7.780122000000000426e-02 1.000000000000000000e+00 -5.635614999999999782e+03
5.393447000000000102e-01 5.099242999999999970e-01 8.694145559144519919e-02 9.787223000000000450e-01 2.168170999999999874e-09 -5.937811999999999951e-02 7.744555999999999663e-02 1.000000000000000000e+00 -5.640500000000000000e+03
4.484273999999999760e-01 5.581420999999999744e-01 7.284928837819674985e-02 9.714776999999999996e-01 2.081071999999999946e-09 -3.800906999999999897e-02 5.408013999999999877e-02 1.000000000000000000e+00 -5.635483000000000175e+03
4.009810999999999792e-01 5.988036999999999388e-01 6.206073079304054441e-02 9.594935999999999465e-01 2.103509999999999905e-09 -1.803884000000000043e-02 5.273883000000000043e-02 1.000000000000000000e+00 -5.637315999999999804e+03
3.677791999999999728e-01 6.223389000000000282e-01 5.736019281369374168e-02 9.648742999999999626e-01 2.020207999999999772e-09 -1.275003000000000074e-02 3.919074000000000169e-02 1.000000000000000000e+00 -5.639868999999999687e+03
4.122218000000000271e-01 5.872802999999999773e-01 6.439973641649050784e-02 9.665013000000000076e-01 2.147661999999999816e-09 -2.396910000000000013e-02 6.870740999999999654e-02 2.000000000000000000e+00 -5.640570999999999913e+03
4.145693999999999768e-01 5.865966999999999709e-01 6.530035322778217355e-02 9.743977000000000332e-01 2.215456999999999994e-09 -2.367682999999999940e-02 8.303729999999999445e-02 2.000000000000000000e+00 -5.638771999999999935e+03
4.029479999999999729e-01 5.917236000000000162e-01 6.481360651522841132e-02 9.674861000000000155e-01 2.141764999999999790e-09 -2.394945000000000060e-02 6.846423000000000092e-02 4.000000000000000000e+00 -5.639625000000000000e+03
3.849937999999999971e-01 6.054932000000000647e-01 6.204766504466836113e-02 9.693302999999999781e-01 2.174503000000000013e-09 -1.988252000000000075e-02 7.687254999999999783e-02 1.000000000000000000e+00 -5.637664999999999964e+03
3.986389000000000182e-01 5.950438999999999590e-01 6.431147568747093424e-02 9.692600999999999578e-01 2.168653999999999985e-09 -2.325583999999999985e-02 7.545482000000000578e-02 5.000000000000000000e+00 -5.637417999999999665e+03
6.267878999999999534e-01 4.726196000000000286e-01 1.001759031880976314e-01 9.770470999999999462e-01 2.128763000000000128e-09 -8.275382000000000571e-02 6.398903999999999703e-02 2.000000000000000000e+00 -5.641354000000000269e+03
4.559314999999999896e-01 5.638305999999999596e-01 7.067115601149792647e-02 9.622199000000000169e-01 2.187634000000000265e-09 -3.054356999999999905e-02 6.668245999999999896e-02 6.000000000000000000e+00 -5.641155999999999949e+03
5.927734000000000059e-01 4.934936999999999796e-01 9.106496407682346250e-02 9.577676999999999996e-01 2.073339999999999791e-09 -6.420942000000000316e-02 4.166613999999999735e-02 1.000000000000000000e+00 -5.639356999999999971e+03
3.953801000000000121e-01 5.971923999999999566e-01 6.325408891174919002e-02 9.715325000000000211e-01 2.137255999999999676e-09 -2.218430000000000055e-02 6.596670999999999785e-02 2.000000000000000000e+00 -5.637604000000000269e+03
5.888923999999999825e-01 4.869507000000000141e-01 9.601014466889451482e-02 9.731963999999999615e-01 2.077268999999999892e-09 -7.482677999999999552e-02 5.042761999999999939e-02 3.000000000000000000e+00 -5.636060999999999694e+03
4.006221999999999839e-01 5.838988999999999985e-01 6.680031261369072382e-02 9.800944999999999796e-01 2.194967999999999694e-09 -3.087557000000000149e-02 8.345439999999999803e-02 4.000000000000000000e+00 -5.642974000000000160e+03
4.101970999999999812e-01 5.765258999999999245e-01 6.873983009582283754e-02 9.812676999999999650e-01 2.190857999999999798e-09 -3.418555000000000205e-02 8.320479000000000069e-02 4.000000000000000000e+00 -5.636167000000000371e+03
4.884457999999999855e-01 5.335083000000000464e-01 7.950743790656522592e-02 9.747187999999999963e-01 2.146126999999999779e-09 -4.872859999999999692e-02 7.344198999999999866e-02 3.000000000000000000e+00 -5.633293999999999869e+03
5.494989000000000123e-01 5.079955999999999916e-01 8.713752998452732601e-02 9.676352000000000286e-01 2.074396999999999656e-09 -5.890974999999999684e-02 5.190696999999999672e-02 2.000000000000000000e+00 -5.634646999999999935e+03
6.080529000000000073e-01 4.790161000000000002e-01 9.844043413738262638e-02 9.768483999999999501e-01 2.060506999999999821e-09 -7.954129999999999534e-02 5.269967999999999875e-02 4.000000000000000000e+00 -5.637203999999999724e+03
6.116184999999999539e-01 4.815062999999999982e-01 9.712406066703324625e-02 9.717337999999999809e-01 1.996699000000000034e-09 -7.654120000000000368e-02 2.923136000000000137e-02 1.000000000000000000e+00 -5.636472999999999956e+03
6.139985999999999500e-01 4.800171000000000299e-01 9.784597973865219456e-02 9.729417999999999678e-01 2.001566000000000117e-09 -7.791082000000000563e-02 3.115945999999999994e-02 1.000000000000000000e+00 -5.641886999999999716e+03
4.456560999999999995e-01 5.604369999999999630e-01 7.321298678041875119e-02 9.765454999999999552e-01 2.159514000000000159e-09 -3.827334999999999765e-02 7.281361000000000083e-02 1.000000000000000000e+00 -5.635487000000000080e+03
5.827930000000000055e-01 4.967162999999999995e-01 9.010194486156164473e-02 9.657763999999999793e-01 1.984733000000000161e-09 -6.295022000000000117e-02 2.429264000000000076e-02 1.000000000000000000e+00 -5.632868999999999687e+03
6.530542000000000291e-01 4.668334999999999568e-01 1.017849403507344458e-01 9.670440000000000147e-01 1.945543000000000010e-09 -8.418672000000000655e-02 1.721415000000000098e-02 3.000000000000000000e+00 -5.636432999999999993e+03
5.676761000000000168e-01 4.918334999999999790e-01 9.474535690453492198e-02 9.841514000000000095e-01 2.212998999999999794e-09 -7.463393000000000110e-02 8.995566000000000673e-02 2.000000000000000000e+00 -5.639981999999999971e+03
4.427773999999999877e-01 5.596558000000000366e-01 7.154180860192857483e-02 9.776879000000000541e-01 2.181852999999999993e-09 -3.724037999999999654e-02 8.161330999999999447e-02 1.000000000000000000e+00 -5.638139000000000124e+03
4.935256000000000087e-01 5.394653000000000365e-01 7.710096678468175702e-02 9.618132999999999821e-01 2.190511000000000026e-09 -4.219892000000000087e-02 7.469916000000000056e-02 1.000000000000000000e+00 -5.638085000000000036e+03
5.401725000000000554e-01 5.012573000000000167e-01 9.184017665853523582e-02 9.877943000000000140e-01 2.111807999999999745e-09 -7.092698000000000058e-02 6.375804999999999667e-02 1.000000000000000000e+00 -5.640256999999999607e+03
4.116575000000000095e-01 5.852904999999999358e-01 6.704500475013745742e-02 9.769596999999999865e-01 2.232009000000000124e-09 -2.750771999999999939e-02 8.415577999999999947e-02 1.000000000000000000e+00 -5.640627999999999702e+03
6.428690999999999711e-01 4.696166999999999980e-01 1.039051696460009250e-01 9.736411000000000371e-01 1.970822000000000249e-09 -8.596845000000000181e-02 2.348000000000000087e-02 2.000000000000000000e+00 -5.637418999999999869e+03
6.775411999999999546e-01 4.600220000000000420e-01 1.071677262445728945e-01 9.716392999999999835e-01 1.957311000000000046e-09 -9.035922000000000398e-02 2.043400999999999898e-02 2.000000000000000000e+00 -5.642243999999999687e+03
4.296017999999999781e-01 5.699828999999999590e-01 6.919457943643690656e-02 9.725049999999999528e-01 2.150815999999999782e-09 -3.208753000000000299e-02 7.188595999999999875e-02 1.000000000000000000e+00 -5.637652000000000044e+03
5.218068999999999624e-01 5.146117999999999526e-01 8.547691477484767320e-02 9.726472999999999924e-01 2.097235000000000151e-09 -5.971415000000000056e-02 6.159599999999999798e-02 1.000000000000000000e+00 -5.632835000000000036e+03
4.674635999999999791e-01 5.510620000000000518e-01 7.324802988145936999e-02 9.668463000000000473e-01 2.110130999999999938e-09 -3.752968000000000276e-02 5.514531000000000294e-02 1.000000000000000000e+00 -5.634537000000000262e+03
4.986929999999999974e-01 5.322388000000000119e-01 7.912876716205920202e-02 9.791914000000000451e-01 2.034329000000000038e-09 -4.722177000000000319e-02 3.555755000000000027e-02 2.000000000000000000e+00 -5.642823000000000320e+03
6.140816000000000052e-01 4.731322999999999501e-01 1.022530411751032126e-01 9.798430000000000195e-01 2.013435999999999994e-09 -8.812934000000000045e-02 4.069542000000000298e-02 4.000000000000000000e+00 -5.637221999999999753e+03
4.396213999999999955e-01 5.627075000000000271e-01 7.114189353441943697e-02 9.705557999999999685e-01 2.168355000000000212e-09 -3.580316000000000054e-02 7.835348000000000313e-02 1.000000000000000000e+00 -5.639404000000000451e+03
4.180767000000000233e-01 5.909911999999999388e-01 6.390343217349761518e-02 9.565038999999999625e-01 2.089881000000000137e-09 -1.845089999999999925e-02 5.078122999999999665e-02 2.000000000000000000e+00 -5.641753999999999905e+03
7.390138000000000540e-01 4.420531999999999795e-01 1.143616090328326423e-01 9.664310000000000400e-01 1.974995999999999866e-09 -1.025197000000000053e-01 2.508894000000000055e-02 1.000000000000000000e+00 -5.639871000000000095e+03
4.540943000000000063e-01 5.514525999999999595e-01 7.492213825768098689e-02 9.742138999999999660e-01 2.042800000000000018e-09 -4.334828000000000292e-02 4.694327000000000222e-02 2.000000000000000000e+00 -5.642503999999999905e+03
5.606923000000000323e-01 4.939086999999999783e-01 9.352040343360158714e-02 9.802680999999999756e-01 2.046889999999999742e-09 -7.344995999999999470e-02 5.191209000000000101e-02 1.000000000000000000e+00 -5.642038999999999760e+03
4.652933000000000208e-01 5.544556000000000484e-01 7.186171117449002832e-02 9.652716000000000074e-01 1.991404000000000002e-09 -3.476694000000000312e-02 2.724941999999999989e-02 2.000000000000000000e+00 -5.635676000000000386e+03
4.761053000000000091e-01 5.444457999999999798e-01 7.573651207544122854e-02 9.727394999999999792e-01 2.092515000000000192e-09 -4.218884999999999996e-02 5.621215000000000239e-02 1.000000000000000000e+00 -5.642302999999999884e+03
5.318146000000000262e-01 5.136596999999999413e-01 8.530811716720443361e-02 9.731275000000000341e-01 2.104358000000000148e-09 -5.804462999999999984e-02 5.978238000000000302e-02 2.000000000000000000e+00 -5.637914999999999964e+03
5.476630000000000109e-01 5.039916999999999314e-01 8.986714166927720071e-02 9.768689000000000400e-01 2.061824000000000262e-09 -6.618348000000000286e-02 5.447102999999999667e-02 2.000000000000000000e+00 -5.637412000000000262e+03
4.330967000000000011e-01 5.639037999999999551e-01 6.998187131289884677e-02 9.756896000000000457e-01 2.132102999999999829e-09 -3.511539000000000327e-02 6.954541000000000195e-02 3.000000000000000000e+00 -5.637976999999999862e+03
5.867415999999999743e-01 4.934447999999999612e-01 9.321474314577005149e-02 9.657210000000000516e-01 2.058253999999999622e-09 -6.717657000000000489e-02 4.674753000000000241e-02 2.000000000000000000e+00 -5.640148000000000138e+03
5.164260000000000517e-01 5.178833000000000464e-01 8.623005822497348261e-02 9.814342000000000343e-01 2.127558000000000234e-09 -5.908551000000000081e-02 6.737107999999999985e-02 1.000000000000000000e+00 -5.639310999999999694e+03
4.054393000000000025e-01 5.965088000000000612e-01 6.151380172756927556e-02 9.623924999999999841e-01 2.079743000000000229e-09 -1.687374000000000165e-02 4.774106999999999656e-02 1.000000000000000000e+00 -5.639471999999999753e+03
3.674692999999999987e-01 6.187743999999999467e-01 5.805930820674790743e-02 9.742062999999999695e-01 2.205156999999999730e-09 -1.455406000000000061e-02 7.979566999999999910e-02 2.000000000000000000e+00 -5.637594000000000051e+03
6.808779999999999832e-01 4.602904999999999913e-01 1.070471245357418472e-01 9.649805000000000188e-01 2.098182000000000107e-09 -9.035606999999999667e-02 4.764121000000000328e-02 6.000000000000000000e+00 -5.642577000000000226e+03
6.566300000000000470e-01 4.625122000000000400e-01 1.079440261123689876e-01 9.796323999999999588e-01 2.072453999999999841e-09 -9.328488999999999531e-02 4.918286000000000185e-02 1.000000000000000000e+00 -5.638813000000000102e+03
7.359162000000000203e-01 4.403930999999999818e-01 1.154684833441372432e-01 9.672328999999999510e-01 1.934900999999999913e-09 -1.050968999999999931e-01 1.971091999999999983e-02 1.000000000000000000e+00 -5.640377999999999702e+03
6.319295999999999802e-01 4.699828999999999812e-01 1.031629162994600751e-01 9.770092999999999694e-01 2.211364000000000140e-09 -8.742086999999999775e-02 8.384545999999999666e-02 2.000000000000000000e+00 -5.638317000000000007e+03
4.509585999999999872e-01 5.615111999999999881e-01 6.948379127575626812e-02 9.646202999999999861e-01 2.126132000000000201e-09 -3.123400000000000135e-02 6.419574000000000114e-02 4.000000000000000000e+00 -5.635467999999999847e+03
6.496431999999999762e-01 4.638793999999999973e-01 1.051663214764351068e-01 9.707346000000000030e-01 2.174267000000000056e-09 -9.020119999999999527e-02 7.255467000000000166e-02 1.000000000000000000e+00 -5.639353000000000065e+03
4.750191000000000274e-01 5.356566999999999856e-01 8.000321327750047062e-02 9.759447999999999457e-01 2.258211000000000113e-09 -5.094077000000000327e-02 9.724457999999999713e-02 4.000000000000000000e+00 -5.638317000000000007e+03
5.443970000000000198e-01 5.068726000000000065e-01 8.788037018710403991e-02 9.736080000000000290e-01 2.024925000000000015e-09 -6.174607000000000012e-02 3.319499000000000061e-02 1.000000000000000000e+00 -5.641707999999999629e+03
4.979474999999999874e-01 5.375366000000000311e-01 7.791061807200781730e-02 9.646563000000000221e-01 2.076388000000000295e-09 -4.242688000000000015e-02 4.693785999999999792e-02 3.000000000000000000e+00 -5.633512999999999920e+03
4.193393000000000259e-01 5.796753000000000045e-01 6.721376073440930854e-02 9.719725999999999644e-01 2.033672999999999787e-09 -2.838057999999999900e-02 4.064509000000000177e-02 1.000000000000000000e+00 -5.633274999999999636e+03
4.772287000000000057e-01 5.411498999999999615e-01 7.744806399744079417e-02 9.764323000000000308e-01 2.077821000000000077e-09 -4.484219999999999873e-02 5.594292000000000015e-02 1.000000000000000000e+00 -5.639506999999999607e+03
5.275598999999999705e-01 5.152709999999999235e-01 8.666951295599170657e-02 9.747023999999999688e-01 2.074367000000000019e-09 -5.851059000000000121e-02 5.045841999999999689e-02 1.000000000000000000e+00 -5.637542000000000371e+03
5.989326999999999845e-01 4.864867999999999970e-01 9.467881938923544682e-02 9.662728000000000428e-01 2.045383999999999851e-09 -7.244731999999999561e-02 3.936842000000000119e-02 1.000000000000000000e+00 -5.638176000000000386e+03
3.853634000000000226e-01 6.059814000000000034e-01 6.093877978743404006e-02 9.690463999999999745e-01 2.178250000000000000e-09 -1.821727999999999889e-02 7.987279999999999380e-02 1.000000000000000000e+00 -5.639578999999999724e+03
4.452376000000000111e-01 5.650756999999999586e-01 6.994222467336830285e-02 9.690292000000000350e-01 2.071353999999999918e-09 -3.168979999999999714e-02 5.434589000000000086e-02 1.000000000000000000e+00 -5.634122999999999593e+03
3.132068000000000074e-01 6.675048999999999566e-01 5.100762548475798464e-02 9.764241999999999644e-01 2.281719999999999851e-09 -4.849560000000000155e-03 1.047504999999999964e-01 2.000000000000000000e+00 -5.641765000000000327e+03
5.005686999999999776e-01 5.265014999999999556e-01 8.143112611587056959e-02 9.784650999999999765e-01 2.143015999999999871e-09 -5.216603999999999686e-02 6.825894000000000406e-02 1.000000000000000000e+00 -5.638416000000000167e+03
4.245496000000000270e-01 5.726928999999999492e-01 6.844315060447123122e-02 9.756571000000000549e-01 2.193750999999999697e-09 -3.127337000000000172e-02 8.040932000000000635e-02 1.000000000000000000e+00 -5.640324999999999818e+03
4.486890000000000045e-01 5.620239000000000207e-01 7.092809923696032082e-02 9.667791999999999497e-01 1.976743000000000067e-09 -3.379701999999999706e-02 2.614541999999999908e-02 4.000000000000000000e+00 -5.635835000000000036e+03
4.189404999999999935e-01 5.828856999999999511e-01 6.533125841538924006e-02 9.648807000000000356e-01 2.144477999999999799e-09 -2.418868000000000060e-02 6.693422000000000260e-02 4.000000000000000000e+00 -5.637798999999999978e+03
4.090084999999999971e-01 5.899170000000000247e-01 6.458289228255847947e-02 9.706053000000000042e-01 2.135302999999999983e-09 -2.272624000000000172e-02 6.692386999999999642e-02 2.000000000000000000e+00 -5.637856999999999971e+03
4.043922999999999823e-01 5.936768000000000045e-01 6.327531397353400311e-02 9.647569000000000283e-01 2.255276999999999966e-09 -2.099302999999999933e-02 8.941464999999999830e-02 5.000000000000000000e+00 -5.636180000000000291e+03
4.238049999999999873e-01 5.731812000000000573e-01 6.875783077748910677e-02 9.768966999999999512e-01 2.144642999999999870e-09 -3.179888000000000159e-02 6.869132999999999489e-02 1.000000000000000000e+00 -5.632219000000000051e+03
6.676012999999999531e-01 4.607300000000000284e-01 1.069950147940497559e-01 9.688455000000000261e-01 2.105042000000000226e-09 -9.196406000000000025e-02 5.292563000000000129e-02 2.000000000000000000e+00 -5.639190999999999804e+03
4.969064000000000259e-01 5.368773999999999491e-01 7.822438895047537089e-02 9.667628000000000332e-01 2.087094000000000114e-09 -4.369908000000000126e-02 4.748158000000000240e-02 6.000000000000000000e+00 -5.633592999999999847e+03
6.022416999999999909e-01 4.812622000000000289e-01 9.851657695285161165e-02 9.851539999999999742e-01 2.206379999999999985e-09 -7.980689000000000533e-02 8.593873000000000484e-02 2.000000000000000000e+00 -5.644105999999999767e+03
5.992747000000000490e-01 4.871459999999999679e-01 9.389640110925533134e-02 9.621224999999999916e-01 1.922207999999999904e-09 -7.044741000000000197e-02 1.462037000000000059e-02 1.000000000000000000e+00 -5.637609999999999673e+03
4.125389999999999890e-01 5.795287999999999551e-01 6.746674138378014329e-02 9.706051999999999458e-01 2.060740999999999967e-09 -3.033142000000000130e-02 5.633577000000000029e-02 3.000000000000000000e+00 -5.640143000000000029e+03
5.972823000000000437e-01 4.890502999999999378e-01 9.337810638633280147e-02 9.640558999999999656e-01 1.971661000000000105e-09 -6.874789000000000594e-02 2.232831999999999872e-02 1.000000000000000000e+00 -5.635456000000000131e+03
5.509133999999999975e-01 5.064330999999999694e-01 8.723339485241311808e-02 9.635297999999999918e-01 2.199298999999999728e-09 -6.007714000000000110e-02 7.999061000000000365e-02 1.000000000000000000e+00 -5.640070999999999913e+03
5.070449999999999680e-01 5.315308000000000810e-01 7.827463296055932329e-02 9.657748000000000443e-01 2.032077000000000158e-09 -4.394258999999999665e-02 3.883429000000000048e-02 1.000000000000000000e+00 -5.633923999999999978e+03
3.771651999999999783e-01 6.107177999999999773e-01 6.033893882559322047e-02 9.708118000000000025e-01 2.234742999999999797e-09 -1.807697000000000123e-02 8.622670000000000334e-02 2.000000000000000000e+00 -5.636805000000000291e+03
4.791316999999999937e-01 5.531616000000000311e-01 7.245718034770703975e-02 9.546854000000000173e-01 2.095875000000000065e-09 -3.196943000000000007e-02 5.110946000000000239e-02 1.000000000000000000e+00 -5.639922999999999774e+03
4.900517999999999819e-01 5.366577000000000153e-01 7.908087642071297274e-02 9.724131999999999776e-01 2.069582000000000019e-09 -4.635336000000000317e-02 5.019349000000000033e-02 3.000000000000000000e+00 -5.636345999999999549e+03
4.759494000000000224e-01 5.429076999999999931e-01 7.723211175553917895e-02 9.738181000000000198e-01 2.104693000000000230e-09 -4.463537000000000060e-02 6.165314999999999684e-02 1.000000000000000000e+01 -5.635528000000000247e+03
4.572237000000000107e-01 5.579956000000000360e-01 7.245698215388547692e-02 9.643690000000000317e-01 2.087153999999999801e-09 -3.545782000000000100e-02 5.070387999999999978e-02 3.000000000000000000e+00 -5.636523000000000138e+03
5.443261999999999823e-01 5.107055999999999818e-01 8.467622202624848493e-02 9.644747999999999655e-01 1.977507999999999909e-09 -5.525668000000000246e-02 2.454980999999999830e-02 2.000000000000000000e+00 -5.639074999999999818e+03
5.609819999999999807e-01 5.036254999999999482e-01 8.714933824591367117e-02 9.657797999999999661e-01 1.981847999999999917e-09 -5.895402999999999755e-02 2.533215999999999940e-02 1.000000000000000000e+00 -5.641213999999999942e+03
3.781875000000000098e-01 6.154052999999999329e-01 5.910639072485512902e-02 9.606527000000000260e-01 2.140260000000000217e-09 -1.509098000000000037e-02 6.095128999999999825e-02 1.000000000000000000e+00 -5.645399999999999636e+03
5.192504999999999482e-01 5.198608000000000118e-01 8.324955717010243395e-02 9.663513999999999715e-01 2.130593999999999808e-09 -5.410256000000000093e-02 6.568475999999999482e-02 3.000000000000000000e+00 -5.643759000000000015e+03
5.149679000000000340e-01 5.266235000000000221e-01 8.141716318143363273e-02 9.614091999999999638e-01 2.112007000000000315e-09 -4.942980999999999764e-02 5.506823000000000273e-02 3.000000000000000000e+00 -5.638469000000000051e+03
4.871111000000000191e-01 5.383911000000000113e-01 7.757867220432050626e-02 9.711467999999999767e-01 2.046307000000000014e-09 -4.361630999999999841e-02 4.013835000000000319e-02 2.000000000000000000e+00 -5.638426999999999680e+03
5.105558000000000041e-01 5.288696000000000508e-01 7.914668681272275796e-02 9.630539000000000183e-01 2.148225000000000199e-09 -4.528280999999999973e-02 6.615711000000000508e-02 1.000000000000000000e+00 -5.636753999999999905e+03
4.751778999999999864e-01 5.387816999999999190e-01 7.777244426689879087e-02 9.698164999999999702e-01 2.101497000000000110e-09 -4.818382000000000220e-02 6.105677999999999800e-02 3.000000000000000000e+00 -5.639277000000000044e+03
5.782283999999999757e-01 4.927367999999999748e-01 9.472157930224572864e-02 9.753292999999999546e-01 2.114788999999999985e-09 -7.191268000000000660e-02 5.731922999999999879e-02 3.000000000000000000e+00 -5.636828000000000429e+03
5.929904000000000286e-01 4.842895999999999868e-01 9.729482663788761865e-02 9.801132999999999651e-01 2.126132000000000201e-09 -7.692026000000000419e-02 6.792296999999999918e-02 1.000000000000000000e+00 -5.635957000000000335e+03
6.543619000000000518e-01 4.616333000000000242e-01 1.056251984932930488e-01 9.776329000000000269e-01 1.939811999999999960e-09 -9.135119999999999352e-02 1.858483999999999831e-02 1.000000000000000000e+00 -5.636037000000000262e+03
6.215262999999999760e-01 4.756470000000000420e-01 1.010153954624943839e-01 9.737014000000000502e-01 2.065780999999999776e-09 -8.265822999999999920e-02 5.018078000000000122e-02 2.000000000000000000e+00 -5.636550000000000182e+03
7.478607000000000449e-01 4.277221999999999968e-01 1.254806599686847379e-01 9.867675000000000196e-01 1.979629000000000216e-09 -1.258454999999999990e-01 3.147777000000000214e-02 1.000000000000000000e+00 -5.635572000000000116e+03
3.840345000000000009e-01 6.089110999999999274e-01 6.167063619172992450e-02 9.734595999999999805e-01 2.335850000000000366e-09 -1.869501000000000149e-02 1.049979000000000051e-01 2.000000000000000000e+00 -5.640301999999999680e+03
5.595461000000000462e-01 5.058715999999999768e-01 8.812932611894395973e-02 9.685072000000000125e-01 2.074515000000000048e-09 -5.898769000000000234e-02 5.081448999999999688e-02 3.000000000000000000e+00 -5.633176000000000386e+03
3.823544999999999860e-01 6.068115000000000592e-01 6.098337411004363384e-02 9.684926999999999842e-01 2.176127000000000296e-09 -1.914528999999999884e-02 7.450656999999999419e-02 5.000000000000000000e+00 -5.636591000000000349e+03
5.351139999999999786e-01 5.184937000000000573e-01 8.462945422205189749e-02 9.662507000000000179e-01 1.998094000000000111e-09 -5.302666999999999797e-02 3.060148000000000035e-02 2.000000000000000000e+00 -5.636965000000000146e+03
5.465368999999999922e-01 5.096068999999999738e-01 8.685356230979415781e-02 9.755667000000000089e-01 2.104846000000000199e-09 -5.907238000000000072e-02 5.598196999999999895e-02 1.000000000000000000e+00 -5.635253999999999905e+03
5.328475000000000295e-01 5.114379999999999482e-01 8.523557712808484121e-02 9.757092000000000542e-01 2.207380000000000291e-09 -5.844045999999999963e-02 8.416062000000000543e-02 2.000000000000000000e+00 -5.637891999999999825e+03
4.583332999999999990e-01 5.547241000000000533e-01 7.229944364523883948e-02 9.646074999999999511e-01 2.115282999999999880e-09 -3.571881999999999835e-02 5.721897000000000094e-02 3.000000000000000000e+00 -5.639154000000000451e+03
6.550502000000000269e-01 4.627318999999999738e-01 1.064069852157451396e-01 9.736230999999999636e-01 1.959949000000000135e-09 -9.145087999999999828e-02 2.013917999999999958e-02 5.000000000000000000e+00 -5.642180000000000291e+03
5.159671000000000118e-01 5.227172999999999403e-01 8.384114839445915013e-02 9.715030999999999528e-01 2.076670000000000026e-09 -5.433123000000000119e-02 4.973413000000000139e-02 1.000000000000000000e+00 -5.636546000000000276e+03
5.357754000000000127e-01 5.141235000000000666e-01 8.491240743792950740e-02 9.696658000000000222e-01 2.113502000000000008e-09 -5.650290000000000173e-02 6.185780999999999918e-02 1.000000000000000000e+00 -5.638717999999999847e+03
5.438663000000000247e-01 5.088257000000000474e-01 8.793079979278435598e-02 9.752937999999999885e-01 2.099403999999999630e-09 -6.048548000000000119e-02 5.900458000000000092e-02 2.000000000000000000e+00 -5.638677999999999884e+03
4.535141999999999785e-01 5.598022000000000276e-01 7.121445720579494543e-02 9.656141999999999781e-01 2.048670000000000123e-09 -3.339382999999999935e-02 4.837227000000000193e-02 8.000000000000000000e+00 -5.636460000000000036e+03
4.450902999999999943e-01 5.635375999999999719e-01 7.022267565199033501e-02 9.678841000000000250e-01 2.175645999999999996e-09 -3.308681000000000122e-02 7.167743000000000031e-02 2.000000000000000000e+00 -5.636902000000000044e+03
4.838092999999999977e-01 5.365111999999999659e-01 7.723756382463849157e-02 9.733804999999999819e-01 1.993628000000000056e-09 -4.605261000000000077e-02 3.066699999999999982e-02 1.000000000000000000e+00 -5.636404000000000451e+03
