#cosmological_parameters--omega_m  cosmological_parameters--hubble cosmological_parameters--ombh2 cosmological_parameters--tau cosmological_parameters--n_s cosmological_parameters--A_s like
3.100291E-01 6.754150E+01 2.216091E-02 7.392779E-02 9.619118E-01 2.16601e-09 6.481971E+03
3.198482E-01 6.704346E+01 2.241857E-02 5.506667E-02 9.548145E-01 2.11353e-09 6.486010E+03
3.074794E-01 6.771729E+01 2.210765E-02 7.878352E-02 9.675962E-01 2.18788e-09 6.481480E+03
3.082990E-01 6.784424E+01 2.236257E-02 8.483574E-02 9.630427E-01 2.21856e-09 6.488668E+03
3.165643E-01 6.728760E+01 2.235549E-02 1.058481E-01 9.651405E-01 2.31955e-09 6.479521E+03
3.192809E-01 6.689697E+01 2.214138E-02 1.063905E-01 9.687099E-01 2.33761e-09 6.482916E+03
3.035359E-01 6.816650E+01 2.251491E-02 9.201793E-02 9.680811E-01 2.2334e-09 6.482735E+03
3.161578E-01 6.710205E+01 2.196874E-02 8.711080E-02 9.675858E-01 2.22935e-09 6.482181E+03
3.097040E-01 6.769287E+01 2.244693E-02 8.581914E-02 9.670018E-01 2.23645e-09 6.483299E+03
3.249175E-01 6.667236E+01 2.223657E-02 6.918771E-02 9.592068E-01 2.15691e-09 6.484552E+03
3.243642E-01 6.677490E+01 2.232389E-02 9.847680E-02 9.582094E-01 2.30228e-09 6.486138E+03
3.079249E-01 6.773193E+01 2.232689E-02 1.167207E-01 9.745019E-01 2.36904e-09 6.487661E+03
3.149408E-01 6.723877E+01 2.217800E-02 6.705122E-02 9.679165E-01 2.13455e-09 6.478920E+03
3.227098E-01 6.680420E+01 2.227630E-02 5.451677E-02 9.651737E-01 2.09356e-09 6.483218E+03
3.284896E-01 6.632568E+01 2.212065E-02 7.209021E-02 9.564920E-01 2.16822e-09 6.481990E+03
3.209948E-01 6.687256E+01 2.216874E-02 6.722581E-02 9.635956E-01 2.16006e-09 6.479387E+03
3.200451E-01 6.700439E+01 2.230417E-02 7.301625E-02 9.588517E-01 2.19046e-09 6.482720E+03
3.251288E-01 6.674072E+01 2.241267E-02 1.086075E-01 9.640382E-01 2.33864e-09 6.485174E+03
3.221215E-01 6.685791E+01 2.227440E-02 8.081154E-02 9.574988E-01 2.23396e-09 6.480212E+03
3.263500E-01 6.651123E+01 2.210435E-02 4.515376E-02 9.556838E-01 2.07136e-09 6.481723E+03
3.093317E-01 6.771729E+01 2.217180E-02 7.947282E-02 9.666973E-01 2.1937e-09 6.487456E+03
3.020378E-01 6.825928E+01 2.239569E-02 7.501608E-02 9.648065E-01 2.16e-09 6.486015E+03
3.062371E-01 6.787842E+01 2.207874E-02 5.585265E-02 9.671615E-01 2.09743e-09 6.483687E+03
2.937538E-01 6.892334E+01 2.244507E-02 9.590312E-02 9.679063E-01 2.27132e-09 6.486369E+03
3.204320E-01 6.696533E+01 2.215612E-02 5.992997E-02 9.601472E-01 2.11681e-09 6.482421E+03
3.176440E-01 6.711182E+01 2.218325E-02 6.499749E-02 9.682847E-01 2.15261e-09 6.480160E+03
3.102622E-01 6.765381E+01 2.229194E-02 8.086896E-02 9.654166E-01 2.23025e-09 6.481096E+03
3.175052E-01 6.709717E+01 2.214581E-02 7.641462E-02 9.570755E-01 2.20731e-09 6.483837E+03
3.149360E-01 6.726807E+01 2.223831E-02 8.491088E-02 9.610292E-01 2.2428e-09 6.480203E+03
3.213311E-01 6.665771E+01 2.196634E-02 8.932529E-02 9.684588E-01 2.25362e-09 6.486757E+03
3.294043E-01 6.620361E+01 2.192594E-02 8.801427E-02 9.640202E-01 2.25371e-09 6.485862E+03
3.154838E-01 6.715088E+01 2.201725E-02 8.695506E-02 9.657801E-01 2.23635e-09 6.488071E+03
3.188357E-01 6.699951E+01 2.213873E-02 4.433429E-02 9.653544E-01 2.06922e-09 6.484451E+03
3.025619E-01 6.809326E+01 2.226088E-02 9.294410E-02 9.737913E-01 2.24174e-09 6.480676E+03
3.230584E-01 6.671143E+01 2.225533E-02 7.100669E-02 9.588821E-01 2.16635e-09 6.480164E+03
3.015548E-01 6.836670E+01 2.260617E-02 6.901198E-02 9.690153E-01 2.16414e-09 6.491999E+03
3.189150E-01 6.692139E+01 2.212489E-02 9.701532E-02 9.616958E-01 2.27102e-09 6.480809E+03
3.079678E-01 6.778564E+01 2.232170E-02 7.368090E-02 9.656717E-01 2.16921e-09 6.478467E+03
2.997969E-01 6.849365E+01 2.249212E-02 7.467466E-02 9.716038E-01 2.19369e-09 6.489577E+03
3.139508E-01 6.746338E+01 2.239253E-02 6.906329E-02 9.657454E-01 2.16312e-09 6.483156E+03
3.089070E-01 6.781494E+01 2.249409E-02 9.229303E-02 9.646962E-01 2.25355e-09 6.481924E+03
3.361361E-01 6.577881E+01 2.190435E-02 4.487588E-02 9.579706E-01 2.06816e-09 6.489945E+03
3.213734E-01 6.676514E+01 2.214844E-02 4.387829E-02 9.625288E-01 2.05272e-09 6.494760E+03
3.168179E-01 6.715576E+01 2.226942E-02 7.562242E-02 9.631618E-01 2.20246e-09 6.477658E+03
3.208986E-01 6.685303E+01 2.222734E-02 5.936783E-02 9.613958E-01 2.12555e-09 6.478101E+03
3.086463E-01 6.777588E+01 2.241085E-02 6.954017E-02 9.626328E-01 2.16049e-09 6.478761E+03
3.132979E-01 6.733154E+01 2.219143E-02 5.952549E-02 9.629111E-01 2.11477e-09 6.484877E+03
3.266073E-01 6.645752E+01 2.200735E-02 8.241795E-02 9.606182E-01 2.21682e-09 6.484027E+03
3.302175E-01 6.617920E+01 2.205318E-02 6.086311E-02 9.550598E-01 2.1328e-09 6.481096E+03
3.117846E-01 6.755127E+01 2.235012E-02 8.937736E-02 9.658784E-01 2.24517e-09 6.476816E+03
3.278192E-01 6.640381E+01 2.220842E-02 7.875849E-02 9.591310E-01 2.20384e-09 6.486344E+03
3.136523E-01 6.745850E+01 2.238857E-02 5.573364E-02 9.625093E-01 2.11086e-09 6.478861E+03
3.030896E-01 6.819092E+01 2.241365E-02 7.824199E-02 9.666548E-01 2.19391e-09 6.483985E+03
3.131356E-01 6.740479E+01 2.234147E-02 1.037112E-01 9.631210E-01 2.31496e-09 6.482665E+03
3.185874E-01 6.710693E+01 2.224133E-02 9.797784E-02 9.640819E-01 2.29188e-09 6.483611E+03
3.138057E-01 6.733154E+01 2.224650E-02 7.143701E-02 9.692326E-01 2.1778e-09 6.479459E+03
3.080221E-01 6.775635E+01 2.229214E-02 8.977416E-02 9.726864E-01 2.24217e-09 6.486007E+03
3.015127E-01 6.815186E+01 2.227134E-02 9.853217E-02 9.694103E-01 2.27955e-09 6.482459E+03
3.134892E-01 6.738037E+01 2.231851E-02 1.062250E-01 9.653350E-01 2.33348e-09 6.478362E+03
3.004657E-01 6.837646E+01 2.246436E-02 1.172764E-01 9.715294E-01 2.37136e-09 6.483732E+03
3.145789E-01 6.729736E+01 2.223372E-02 6.919178E-02 9.606025E-01 2.15537e-09 6.478543E+03
3.174568E-01 6.710693E+01 2.223385E-02 5.788853E-02 9.622631E-01 2.10825e-09 6.478585E+03
3.178308E-01 6.712646E+01 2.241208E-02 8.655796E-02 9.690308E-01 2.25717e-09 6.484649E+03
3.069385E-01 6.788818E+01 2.237974E-02 9.650626E-02 9.713590E-01 2.26462e-09 6.481403E+03
3.178023E-01 6.718018E+01 2.236049E-02 6.454198E-02 9.638597E-01 2.1565e-09 6.479580E+03
3.057344E-01 6.800537E+01 2.233616E-02 7.335831E-02 9.676691E-01 2.17801e-09 6.482230E+03
3.034095E-01 6.821533E+01 2.254779E-02 1.101959E-01 9.676182E-01 2.35691e-09 6.483413E+03
3.128053E-01 6.745361E+01 2.224407E-02 8.265984E-02 9.631406E-01 2.2302e-09 6.477692E+03
3.103283E-01 6.751709E+01 2.216641E-02 8.148983E-02 9.666466E-01 2.20728e-09 6.486020E+03
3.164001E-01 6.713135E+01 2.211127E-02 5.211987E-02 9.662924E-01 2.0832e-09 6.488275E+03
3.030219E-01 6.810303E+01 2.232109E-02 6.206631E-02 9.750467E-01 2.12516e-09 6.492087E+03
3.103537E-01 6.759521E+01 2.227976E-02 9.901407E-02 9.693570E-01 2.32466e-09 6.487980E+03
3.022336E-01 6.821533E+01 2.242713E-02 5.089376E-02 9.626961E-01 2.06978e-09 6.484508E+03
3.066988E-01 6.785889E+01 2.227965E-02 7.108506E-02 9.666241E-01 2.14259e-09 6.477788E+03
2.970650E-01 6.879150E+01 2.264409E-02 1.084928E-01 9.743142E-01 2.30518e-09 6.481431E+03
3.142774E-01 6.738525E+01 2.222005E-02 7.394516E-02 9.693004E-01 2.17299e-09 6.482877E+03
3.152729E-01 6.726318E+01 2.239504E-02 9.581194E-02 9.692911E-01 2.26249e-09 6.484175E+03
3.323109E-01 6.601318E+01 2.189741E-02 6.697043E-02 9.613436E-01 2.149e-09 6.487403E+03
3.218316E-01 6.683350E+01 2.213391E-02 9.528511E-02 9.627376E-01 2.27642e-09 6.481461E+03
3.260293E-01 6.642822E+01 2.202444E-02 5.998502E-02 9.602947E-01 2.11387e-09 6.480654E+03
3.145365E-01 6.741943E+01 2.241553E-02 7.693624E-02 9.618109E-01 2.19104e-09 6.475696E+03
3.261098E-01 6.659424E+01 2.227675E-02 4.752585E-02 9.593581E-01 2.06616e-09 6.492262E+03
3.099706E-01 6.760010E+01 2.215702E-02 7.638694E-02 9.719686E-01 2.18549e-09 6.480033E+03
3.033949E-01 6.808838E+01 2.225904E-02 8.510674E-02 9.677837E-01 2.22207e-09 6.479755E+03
3.310561E-01 6.613525E+01 2.209642E-02 7.124274E-02 9.558449E-01 2.17644e-09 6.481650E+03
3.071791E-01 6.790771E+01 2.251789E-02 9.919380E-02 9.641873E-01 2.2845e-09 6.481787E+03
3.310185E-01 6.628174E+01 2.222500E-02 5.124253E-02 9.531506E-01 2.08591e-09 6.482224E+03
3.153436E-01 6.730225E+01 2.231086E-02 7.504130E-02 9.593815E-01 2.19309e-09 6.476321E+03
3.217707E-01 6.685303E+01 2.212812E-02 8.558692E-02 9.581577E-01 2.26934e-09 6.488134E+03
3.153141E-01 6.729248E+01 2.228550E-02 9.552934E-02 9.654068E-01 2.2878e-09 6.485871E+03
3.107825E-01 6.763428E+01 2.233991E-02 9.977647E-02 9.656689E-01 2.31399e-09 6.479464E+03
3.126533E-01 6.757080E+01 2.238053E-02 9.985075E-02 9.660396E-01 2.29753e-09 6.480584E+03
3.142379E-01 6.730713E+01 2.210931E-02 5.638714E-02 9.635508E-01 2.10196e-09 6.482071E+03
3.211398E-01 6.685303E+01 2.209829E-02 6.699253E-02 9.603360E-01 2.18198e-09 6.485262E+03
2.961987E-01 6.857178E+01 2.239605E-02 1.090993E-01 9.781224E-01 2.30496e-09 6.488452E+03
3.102085E-01 6.749756E+01 2.213602E-02 1.012648E-01 9.717625E-01 2.27355e-09 6.486425E+03
3.105472E-01 6.774170E+01 2.248878E-02 1.059916E-01 9.678502E-01 2.31991e-09 6.477949E+03
3.014085E-01 6.831299E+01 2.246097E-02 1.216563E-01 9.643301E-01 2.37591e-09 6.489220E+03
3.192766E-01 6.703857E+01 2.219899E-02 5.138609E-02 9.592854E-01 2.07641e-09 6.479857E+03
3.205670E-01 6.698486E+01 2.220174E-02 8.089157E-02 9.607314E-01 2.20587e-09 6.487143E+03
3.169076E-01 6.717041E+01 2.222916E-02 9.993069E-02 9.694167E-01 2.28065e-09 6.486233E+03
3.127684E-01 6.752686E+01 2.239019E-02 7.578415E-02 9.673684E-01 2.18171e-09 6.482984E+03
3.168992E-01 6.714600E+01 2.215897E-02 8.781380E-02 9.612646E-01 2.25595e-09 6.477263E+03
3.097112E-01 6.760986E+01 2.218752E-02 1.003866E-01 9.712731E-01 2.27684e-09 6.491794E+03
3.060843E-01 6.787354E+01 2.219941E-02 9.077705E-02 9.710415E-01 2.23282e-09 6.481627E+03
3.206745E-01 6.697998E+01 2.227737E-02 8.206234E-02 9.666480E-01 2.22284e-09 6.484253E+03
3.032810E-01 6.817627E+01 2.237502E-02 7.199041E-02 9.727523E-01 2.16058e-09 6.487769E+03
3.264541E-01 6.652100E+01 2.227145E-02 4.760140E-02 9.574478E-01 2.08093e-09 6.484234E+03
3.129415E-01 6.750732E+01 2.243776E-02 7.957429E-02 9.607315E-01 2.19474e-09 6.482916E+03
3.226943E-01 6.678955E+01 2.220359E-02 9.079778E-02 9.624643E-01 2.27393e-09 6.479909E+03
3.170662E-01 6.719482E+01 2.229772E-02 8.631006E-02 9.649990E-01 2.23195e-09 6.483661E+03
3.174908E-01 6.719482E+01 2.242862E-02 6.737951E-02 9.645292E-01 2.15876e-09 6.480880E+03
3.237428E-01 6.665283E+01 2.203159E-02 5.918823E-02 9.623343E-01 2.11325e-09 6.479288E+03
3.209809E-01 6.699951E+01 2.239399E-02 8.296009E-02 9.620598E-01 2.23115e-09 6.487025E+03
3.136560E-01 6.736084E+01 2.229907E-02 5.817544E-02 9.678414E-01 2.11866e-09 6.483567E+03
3.345075E-01 6.589111E+01 2.200994E-02 5.686171E-02 9.592008E-01 2.11502e-09 6.488793E+03
3.217920E-01 6.687256E+01 2.226678E-02 3.605762E-02 9.652282E-01 2.00868e-09 6.486312E+03
3.122693E-01 6.743408E+01 2.225803E-02 9.793549E-02 9.618671E-01 2.29517e-09 6.481319E+03
3.277347E-01 6.630127E+01 2.196968E-02 6.721211E-02 9.562266E-01 2.17097e-09 6.482018E+03
3.142642E-01 6.739502E+01 2.237675E-02 6.715859E-02 9.586490E-01 2.17536e-09 6.489454E+03
3.123956E-01 6.765869E+01 2.250884E-02 8.384731E-02 9.555370E-01 2.22933e-09 6.492969E+03
3.182110E-01 6.701904E+01 2.224482E-02 6.630031E-02 9.574130E-01 2.1351e-09 6.487819E+03
3.145696E-01 6.733643E+01 2.233185E-02 6.131779E-02 9.592357E-01 2.11368e-09 6.480784E+03
3.211560E-01 6.677002E+01 2.201195E-02 6.125565E-02 9.600560E-01 2.11622e-09 6.483835E+03
3.346059E-01 6.591553E+01 2.199845E-02 9.642074E-02 9.542557E-01 2.31564e-09 6.487320E+03
3.108328E-01 6.762451E+01 2.222193E-02 7.104527E-02 9.659816E-01 2.153e-09 6.489294E+03
3.183585E-01 6.705811E+01 2.227534E-02 9.247547E-02 9.654706E-01 2.27481e-09 6.480678E+03
3.062144E-01 6.798096E+01 2.235111E-02 8.949831E-02 9.664701E-01 2.24868e-09 6.480354E+03
3.185014E-01 6.711182E+01 2.231844E-02 8.899628E-02 9.639392E-01 2.28332e-09 6.479502E+03
3.033273E-01 6.819092E+01 2.237345E-02 1.119763E-01 9.699307E-01 2.36503e-09 6.485123E+03
3.312837E-01 6.613525E+01 2.200228E-02 6.527509E-02 9.565827E-01 2.14613e-09 6.481761E+03
3.109829E-01 6.756104E+01 2.219192E-02 9.040970E-02 9.679312E-01 2.23961e-09 6.480565E+03
3.112687E-01 6.760010E+01 2.234535E-02 5.768190E-02 9.688576E-01 2.10724e-09 6.483062E+03
3.217340E-01 6.677002E+01 2.201426E-02 6.374521E-02 9.637811E-01 2.12844e-09 6.489415E+03
3.141258E-01 6.740967E+01 2.241450E-02 1.054653E-01 9.640491E-01 2.31918e-09 6.487283E+03
3.140739E-01 6.741455E+01 2.234208E-02 8.940253E-02 9.624115E-01 2.25087e-09 6.486234E+03
3.093203E-01 6.773193E+01 2.235747E-02 9.545567E-02 9.668002E-01 2.29403e-09 6.479818E+03
3.334070E-01 6.597412E+01 2.191207E-02 6.258246E-02 9.562470E-01 2.13931e-09 6.480671E+03
3.076292E-01 6.791748E+01 2.244633E-02 8.700138E-02 9.637597E-01 2.22856e-09 6.485403E+03
3.131681E-01 6.760986E+01 2.255147E-02 8.106454E-02 9.610948E-01 2.24103e-09 6.480506E+03
3.041328E-01 6.799561E+01 2.232798E-02 9.408536E-02 9.664682E-01 2.27126e-09 6.483676E+03
3.260367E-01 6.636963E+01 2.197246E-02 8.012275E-02 9.610241E-01 2.21505e-09 6.480690E+03
3.148158E-01 6.713135E+01 2.207997E-02 7.647993E-02 9.630385E-01 2.21179e-09 6.485518E+03
3.019102E-01 6.818604E+01 2.228770E-02 6.517159E-02 9.652306E-01 2.14059e-09 6.482245E+03
3.135702E-01 6.727783E+01 2.205368E-02 5.485858E-02 9.693801E-01 2.10158e-09 6.479454E+03
3.290837E-01 6.632568E+01 2.214677E-02 8.131944E-02 9.587247E-01 2.21052e-09 6.482973E+03
3.149555E-01 6.746338E+01 2.257395E-02 8.765933E-02 9.650644E-01 2.22719e-09 6.493072E+03
3.230685E-01 6.679443E+01 2.225258E-02 7.104164E-02 9.612121E-01 2.18795e-09 6.486266E+03
3.205192E-01 6.693115E+01 2.222994E-02 8.822900E-02 9.608193E-01 2.25391e-09 6.480444E+03
3.153938E-01 6.725830E+01 2.230759E-02 9.743219E-02 9.638878E-01 2.29636e-09 6.478856E+03
3.113102E-01 6.761475E+01 2.244026E-02 7.928595E-02 9.661985E-01 2.21134e-09 6.487328E+03
3.130938E-01 6.743896E+01 2.240282E-02 1.098106E-01 9.655832E-01 2.33899e-09 6.482366E+03
3.215813E-01 6.680420E+01 2.220563E-02 7.781666E-02 9.632504E-01 2.18881e-09 6.485284E+03
3.069383E-01 6.786865E+01 2.234693E-02 8.945321E-02 9.674446E-01 2.24614e-09 6.477638E+03
2.992749E-01 6.845459E+01 2.239028E-02 9.647507E-02 9.699258E-01 2.27471e-09 6.485412E+03
3.167827E-01 6.719482E+01 2.223910E-02 8.646543E-02 9.597719E-01 2.24455e-09 6.481712E+03
3.146649E-01 6.726807E+01 2.206619E-02 1.121055E-01 9.644398E-01 2.32073e-09 6.487885E+03
3.145675E-01 6.728271E+01 2.216792E-02 9.963460E-02 9.609060E-01 2.31335e-09 6.481603E+03
3.063110E-01 6.802979E+01 2.252608E-02 8.135840E-02 9.611954E-01 2.22075e-09 6.486847E+03
3.192117E-01 6.715576E+01 2.243172E-02 6.298182E-02 9.582194E-01 2.12997e-09 6.484055E+03
3.239151E-01 6.663330E+01 2.208754E-02 1.102215E-01 9.634004E-01 2.34044e-09 6.486175E+03
2.993606E-01 6.852295E+01 2.248258E-02 9.147821E-02 9.733215E-01 2.26443e-09 6.489059E+03
3.246830E-01 6.677490E+01 2.231657E-02 7.817974E-02 9.567185E-01 2.22931e-09 6.479840E+03
3.169466E-01 6.727295E+01 2.233863E-02 9.960618E-02 9.639514E-01 2.29145e-09 6.486538E+03
2.969473E-01 6.853760E+01 2.233277E-02 7.944910E-02 9.710510E-01 2.19514e-09 6.479316E+03
3.193927E-01 6.697021E+01 2.216708E-02 9.935569E-02 9.622288E-01 2.28876e-09 6.480575E+03
3.067866E-01 6.788330E+01 2.240345E-02 8.452599E-02 9.629537E-01 2.23167e-09 6.483314E+03
3.192545E-01 6.697998E+01 2.216641E-02 9.830693E-02 9.669142E-01 2.2841e-09 6.481640E+03
3.078820E-01 6.782471E+01 2.246012E-02 7.002668E-02 9.668607E-01 2.14328e-09 6.486524E+03
3.181452E-01 6.700928E+01 2.216191E-02 9.790919E-02 9.631860E-01 2.279e-09 6.480549E+03
3.092799E-01 6.765381E+01 2.214610E-02 1.002715E-01 9.648109E-01 2.2993e-09 6.483080E+03
3.147552E-01 6.731689E+01 2.227561E-02 9.190633E-02 9.620174E-01 2.25074e-09 6.480744E+03
3.130578E-01 6.736084E+01 2.208406E-02 7.539643E-02 9.661124E-01 2.19186e-09 6.479867E+03
3.239615E-01 6.672119E+01 2.224335E-02 7.858112E-02 9.611583E-01 2.22346e-09 6.476724E+03
3.123489E-01 6.745361E+01 2.221719E-02 5.889884E-02 9.645323E-01 2.11973e-09 6.477564E+03
3.260149E-01 6.656982E+01 2.217258E-02 4.745652E-02 9.627777E-01 2.0855e-09 6.486734E+03
3.071930E-01 6.792725E+01 2.238025E-02 8.147374E-02 9.666414E-01 2.23595e-09 6.489328E+03
3.214739E-01 6.689697E+01 2.225636E-02 5.338580E-02 9.586592E-01 2.11253e-09 6.483676E+03
3.221112E-01 6.668701E+01 2.199550E-02 9.735283E-02 9.636507E-01 2.29526e-09 6.483781E+03
3.153643E-01 6.724365E+01 2.223717E-02 6.198208E-02 9.670237E-01 2.1366e-09 6.483737E+03
3.110918E-01 6.750244E+01 2.224587E-02 1.048083E-01 9.652595E-01 2.31292e-09 6.486288E+03
3.127656E-01 6.752686E+01 2.228997E-02 8.229062E-02 9.695381E-01 2.22954e-09 6.481794E+03
3.137362E-01 6.735596E+01 2.218987E-02 6.521316E-02 9.692640E-01 2.12996e-09 6.486108E+03
3.162999E-01 6.716553E+01 2.226652E-02 5.496218E-02 9.639585E-01 2.08186e-09 6.484413E+03
3.093452E-01 6.771240E+01 2.237253E-02 6.484813E-02 9.660393E-01 2.13849e-09 6.481775E+03
3.256231E-01 6.651123E+01 2.205853E-02 6.884949E-02 9.602656E-01 2.16618e-09 6.477844E+03
3.096659E-01 6.767822E+01 2.227289E-02 1.078475E-01 9.642438E-01 2.3114e-09 6.483859E+03
3.147658E-01 6.735596E+01 2.227078E-02 9.445465E-02 9.650074E-01 2.27453e-09 6.476569E+03
2.917799E-01 6.912354E+01 2.256640E-02 8.327025E-02 9.729900E-01 2.22062e-09 6.487316E+03
3.058287E-01 6.788330E+01 2.210364E-02 8.070164E-02 9.734041E-01 2.18331e-09 6.493137E+03
3.145334E-01 6.731201E+01 2.226608E-02 8.968828E-02 9.653540E-01 2.23186e-09 6.485571E+03
3.228714E-01 6.663330E+01 2.205523E-02 6.356548E-02 9.634487E-01 2.14146e-09 6.481120E+03
3.343234E-01 6.588623E+01 2.191984E-02 7.067266E-02 9.571121E-01 2.16283e-09 6.483230E+03
3.062448E-01 6.784912E+01 2.224730E-02 8.774501E-02 9.686063E-01 2.22965e-09 6.485742E+03
2.930429E-01 6.895752E+01 2.246049E-02 8.887147E-02 9.742626E-01 2.23854e-09 6.485723E+03
3.166963E-01 6.726807E+01 2.234556E-02 1.011236E-01 9.645138E-01 2.30741e-09 6.489440E+03
3.178332E-01 6.709717E+01 2.223540E-02 4.418898E-02 9.636678E-01 2.05393e-09 6.484556E+03
3.276483E-01 6.644287E+01 2.216256E-02 6.620379E-02 9.609983E-01 2.17544e-09 6.485235E+03
3.328460E-01 6.605225E+01 2.215382E-02 4.729776E-02 9.583937E-01 2.10144e-09 6.484776E+03
3.315626E-01 6.605225E+01 2.205481E-02 5.642201E-02 9.585564E-01 2.10176e-09 6.483617E+03
3.273134E-01 6.642822E+01 2.205189E-02 7.900862E-02 9.601302E-01 2.20787e-09 6.483155E+03
3.117277E-01 6.747803E+01 2.214324E-02 9.573602E-02 9.681633E-01 2.26633e-09 6.484753E+03
3.009805E-01 6.826904E+01 2.234657E-02 9.924522E-02 9.730545E-01 2.27131e-09 6.487455E+03
3.106124E-01 6.756592E+01 2.215264E-02 5.242574E-02 9.693121E-01 2.10441e-09 6.483727E+03
3.160934E-01 6.719971E+01 2.215710E-02 6.373346E-02 9.615413E-01 2.15885e-09 6.486078E+03
3.162975E-01 6.717041E+01 2.222510E-02 8.291499E-02 9.676702E-01 2.21047e-09 6.484502E+03
3.338470E-01 6.595459E+01 2.205847E-02 5.917084E-02 9.615739E-01 2.12387e-09 6.481609E+03
3.134561E-01 6.740967E+01 2.227241E-02 1.171850E-01 9.715296E-01 2.36846e-09 6.483454E+03
3.120708E-01 6.741455E+01 2.215434E-02 8.466818E-02 9.640706E-01 2.22252e-09 6.484929E+03
3.073497E-01 6.784912E+01 2.231614E-02 9.960077E-02 9.631006E-01 2.27641e-09 6.483938E+03
3.203842E-01 6.692627E+01 2.215940E-02 5.885885E-02 9.597259E-01 2.11046e-09 6.486663E+03
3.282013E-01 6.641846E+01 2.210166E-02 5.132981E-02 9.616815E-01 2.09575e-09 6.479212E+03
3.229807E-01 6.674072E+01 2.213730E-02 4.045557E-02 9.645376E-01 2.06566e-09 6.483834E+03
3.248134E-01 6.655029E+01 2.210972E-02 6.874976E-02 9.582850E-01 2.1618e-09 6.475110E+03
3.187591E-01 6.701416E+01 2.223421E-02 9.926881E-02 9.652993E-01 2.28067e-09 6.483840E+03
3.229781E-01 6.667725E+01 2.212987E-02 8.127334E-02 9.619322E-01 2.20587e-09 6.487187E+03
3.093656E-01 6.769775E+01 2.219863E-02 7.816393E-02 9.663803E-01 2.18498e-09 6.487264E+03
3.141087E-01 6.719482E+01 2.205064E-02 7.498464E-02 9.696809E-01 2.18482e-09 6.485592E+03
3.169307E-01 6.715576E+01 2.227418E-02 6.728249E-02 9.640206E-01 2.14016e-09 6.483358E+03
3.201455E-01 6.696045E+01 2.214966E-02 4.362061E-02 9.624553E-01 2.05638e-09 6.479512E+03
3.058111E-01 6.801025E+01 2.239658E-02 1.055234E-01 9.708864E-01 2.32864e-09 6.479994E+03
3.145898E-01 6.741943E+01 2.246083E-02 9.010203E-02 9.637270E-01 2.25516e-09 6.488966E+03
3.349991E-01 6.589600E+01 2.203488E-02 7.928197E-02 9.546798E-01 2.21951e-09 6.481097E+03
3.222614E-01 6.685303E+01 2.223851E-02 8.193040E-02 9.643033E-01 2.21727e-09 6.480308E+03
3.127413E-01 6.751709E+01 2.237257E-02 6.510701E-02 9.632382E-01 2.1238e-09 6.482456E+03
3.053840E-01 6.801025E+01 2.239186E-02 9.485116E-02 9.685559E-01 2.24737e-09 6.490014E+03
3.122097E-01 6.749756E+01 2.225703E-02 6.875664E-02 9.617882E-01 2.14782e-09 6.478221E+03
2.995014E-01 6.850342E+01 2.257832E-02 7.030151E-02 9.692010E-01 2.16168e-09 6.487057E+03
3.232250E-01 6.670166E+01 2.209689E-02 9.731341E-02 9.570507E-01 2.29481e-09 6.482826E+03
3.317153E-01 6.618896E+01 2.211923E-02 8.913249E-02 9.548241E-01 2.25031e-09 6.484026E+03
3.271055E-01 6.647217E+01 2.216202E-02 7.811853E-02 9.551114E-01 2.22809e-09 6.487159E+03
3.316159E-01 6.610596E+01 2.211393E-02 6.807357E-02 9.617840E-01 2.14711e-09 6.480798E+03
3.060335E-01 6.806885E+01 2.255596E-02 7.958126E-02 9.646185E-01 2.1944e-09 6.496743E+03
3.226482E-01 6.671631E+01 2.215274E-02 1.008483E-01 9.604267E-01 2.31819e-09 6.482842E+03
3.235244E-01 6.670654E+01 2.219275E-02 7.232746E-02 9.654694E-01 2.19201e-09 6.484387E+03
3.161073E-01 6.714111E+01 2.207651E-02 8.005518E-02 9.697930E-01 2.20379e-09 6.483941E+03
3.204289E-01 6.691162E+01 2.216979E-02 6.840092E-02 9.653715E-01 2.15472e-09 6.479070E+03
3.243812E-01 6.663818E+01 2.212444E-02 7.386363E-02 9.624216E-01 2.1746e-09 6.477572E+03
3.050462E-01 6.810303E+01 2.251712E-02 8.539512E-02 9.649551E-01 2.21157e-09 6.481040E+03
3.159925E-01 6.730225E+01 2.235192E-02 6.897297E-02 9.588858E-01 2.13573e-09 6.481579E+03
3.217285E-01 6.688232E+01 2.218302E-02 6.543435E-02 9.586572E-01 2.14687e-09 6.480486E+03
3.392985E-01 6.576904E+01 2.212194E-02 6.968171E-02 9.535678E-01 2.19756e-09 6.481867E+03
3.132439E-01 6.755127E+01 2.242270E-02 4.139832E-02 9.754064E-01 2.03224e-09 6.497895E+03
3.026337E-01 6.826904E+01 2.234975E-02 7.220522E-02 9.716008E-01 2.15662e-09 6.487028E+03
3.211874E-01 6.692627E+01 2.214164E-02 5.033456E-02 9.648949E-01 2.07891e-09 6.487596E+03
3.203664E-01 6.692627E+01 2.215287E-02 4.592639E-02 9.634916E-01 2.06771e-09 6.484195E+03
3.321824E-01 6.599365E+01 2.183741E-02 6.490883E-02 9.594629E-01 2.16752e-09 6.484684E+03
3.153935E-01 6.730713E+01 2.229076E-02 6.619315E-02 9.583354E-01 2.16911e-09 6.477291E+03
